Anz Daten: 10000; Mittelpunkt:         0.00;   162501.39;   161104.82;

        Abst;       BrSec;       LaSec;
   228773.00;       17.30;       58.22;
   228773.00;       23.69;       51.77;
   228773.01;       23.19;       52.27;
   228773.02;       36.65;       38.68;
   228773.03;       39.71;       35.57;
   228773.04;       33.16;       42.17;
   228773.04;       42.23;       33.02;
   228773.04;       44.00;       31.23;
   228773.04;       44.88;       30.34;
   228773.05;       48.64;       26.54;
   228773.05;       16.32;       59.14;
   228773.07;       55.99;       19.10;
   228773.07;       49.64;       25.50;
   228773.07;       45.56;       29.61;
   228773.08;       26.08;       49.25;
   228773.09;       44.09;       31.07;
   228773.10;       55.41;       19.64;
   228773.11;       26.15;       49.14;
   228773.11;       18.39;       56.96;
   228773.12;       56.13;       18.89;
   228773.12;       28.03;       47.23;
   228773.13;       26.66;       48.60;
   228773.13;       32.71;       42.49;
   228773.15;       27.22;       48.00;
   228773.16;       38.80;       36.30;
   228773.17;       26.85;       48.34;
   228773.19;       20.28;       54.95;
   228773.19;       29.01;       46.14;
   228773.19;       55.34;       19.58;
   228773.20;       44.82;       30.18;
   228773.20;       48.43;       26.53;
   228773.20;       55.47;       19.43;
   228773.21;       34.56;       40.51;
   228773.21;       37.70;       37.34;
   228773.22;       21.32;       53.85;
   228773.24;       48.70;       26.21;
   228773.25;       43.13;       31.81;
   228773.25;       48.71;       26.18;
   228773.26;       15.83;       59.34;
   228773.26;       15.77;       59.40;
   228773.26;       50.64;       24.22;
   228773.27;       41.77;       33.15;
   228773.27;       38.28;       36.67;
   228773.28;       30.43;       44.58;
   228773.28;       56.29;       18.49;
   228773.28;       46.87;       27.99;
   228773.29;       31.69;       43.30;
   228773.30;       21.23;       53.83;
   228773.30;       19.88;       55.19;
   228773.30;       35.40;       39.53;
   228773.32;       56.32;       18.41;
   228773.32;       58.20;       16.51;
   228773.33;       36.55;       38.34;
   228773.33;       44.31;       30.51;
   228773.34;       24.52;       50.45;
   228773.35;       41.11;       33.71;
   228773.35;       47.92;       26.84;
   228773.35;       44.57;       30.21;
   228773.35;       44.51;       30.27;
   228773.36;       43.00;       31.79;
   228773.36;       36.86;       37.98;
   228773.36;       17.09;       57.92;
   228773.37;       49.33;       25.39;
   228773.37;       39.87;       34.93;
   228773.37;       58.64;       16.00;
   228773.37;       16.30;       58.70;
   228773.38;       42.46;       32.30;
   228773.40;       55.67;       18.95;
   228773.40;       24.22;       50.67;
   228773.41;       41.80;       32.92;
   228773.42;       57.04;       17.54;
   228773.43;       43.41;       31.27;
   228773.43;       55.07;       19.51;
   228773.44;       19.40;       55.48;
   228773.44;       48.03;       26.60;
   228773.44;       56.97;       17.58;
   228773.46;       52.76;       21.80;
   228773.46;       58.52;       15.99;
   228773.46;       50.18;       24.40;
   228773.48;       38.73;       35.92;
   228773.48;       40.71;       33.92;
   228773.49;       21.80;       52.99;
   228773.49;       59.94;       14.51;
   228773.51;       26.85;       47.86;
   228773.52;       46.41;       28.12;
   228773.52;       18.52;       56.25;
   228773.54;       32.16;       42.46;
   228773.54;       18.37;       56.37;
   228773.55;       48.90;       25.56;
   228773.56;       17.98;       56.74;
   228773.56;       37.79;       36.75;
   228773.58;       40.57;       33.93;
   228773.58;       38.38;       36.13;
   228773.59;       40.08;       34.41;
   228773.59;       26.83;       47.77;
   228773.59;       15.08;       59.62;
   228773.60;       38.38;       36.11;
   228773.60;       52.75;       21.61;
   228773.61;       19.79;       54.85;
   228773.61;       38.97;       35.50;
   228773.61;       34.28;       40.23;
   228773.61;       35.37;       39.13;
   228773.61;       49.96;       24.41;
   228773.61;       35.68;       38.81;
   228773.61;       41.14;       33.30;
   228773.63;       54.15;       20.16;
   228773.63;       47.30;       27.06;
   228773.65;       20.14;       54.44;
   228773.65;       44.14;       30.23;
   228773.65;       29.07;       45.43;
   228773.66;       53.85;       20.41;
   228773.67;       34.40;       40.02;
   228773.70;       26.62;       47.82;
   228773.71;       41.08;       33.22;
   228773.72;       49.43;       24.79;
   228773.72;       34.28;       40.07;
   228773.73;       34.42;       39.92;
   228773.74;       38.22;       36.07;
   228773.74;       50.89;       23.29;
   228773.74;       30.71;       43.64;
   228773.74;       49.05;       25.14;
   228773.75;       33.30;       41.01;
   228773.77;       16.05;       58.39;
   228773.77;       16.46;       57.97;
   228773.78;       43.47;       30.72;
   228773.78;       45.47;       28.70;
   228773.78;       14.55;       59.89;
   228773.78;       15.48;       58.95;
   228773.78;       41.02;       33.18;
   228773.78;       37.47;       36.76;
   228773.78;       28.26;       46.05;
   228773.79;       22.93;       51.42;
   228773.79;       20.33;       54.04;
   228773.80;       48.36;       25.76;
   228773.80;       59.90;       14.12;
   228773.81;       44.67;       29.46;
   228773.82;       46.26;       27.84;
   228773.83;       49.24;       24.82;
   228773.84;       41.35;       32.77;
   228773.84;       42.49;       31.62;
   228773.84;       28.60;       45.63;
   228773.84;       38.78;       35.36;
   228773.84;       29.48;       44.74;
   228773.85;       33.06;       41.12;
   228773.88;       59.66;       14.25;
   228773.88;       26.74;       47.45;
   228773.88;       19.87;       54.38;
   228773.89;       22.01;       52.21;
   228773.89;       42.61;       31.43;
   228773.89;       21.44;       52.78;
   228773.89;       41.87;       32.17;
   228773.91;       32.63;       41.47;
   228773.91;       42.57;       31.44;
   228773.91;       39.66;       34.37;
   228773.92;       18.21;       56.00;
   228773.92;       44.51;       29.47;
   228773.92;       25.17;       48.97;
   228773.94;       43.22;       30.74;
   228773.94;       18.84;       55.33;
   228773.95;       59.19;       14.62;
   228773.95;       55.50;       18.34;
   228773.96;       55.07;       18.76;
   228773.97;       24.49;       49.59;
   228773.97;       53.07;       20.76;
   228773.97;       41.03;       32.90;
   228773.98;       31.62;       42.39;
   228773.99;       15.32;       58.82;
   228773.99;       20.77;       53.32;
   228773.99;       53.95;       19.85;
   228774.00;       39.60;       34.31;
   228774.01;       31.03;       42.94;
   228774.01;       51.61;       22.18;
   228774.01;       31.12;       42.84;
   228774.01;       50.76;       23.03;
   228774.02;       29.43;       44.54;
   228774.02;       35.22;       38.69;
   228774.03;       56.76;       16.96;
   228774.03;       14.30;       59.78;
   228774.06;       41.33;       32.48;
   228774.06;       25.58;       48.36;
   228774.06;       54.52;       19.17;
   228774.06;       32.23;       41.65;
   228774.07;       40.94;       32.86;
   228774.07;       38.96;       34.85;
   228774.08;       52.67;       21.01;
   228774.08;       30.58;       43.29;
   228774.08;       54.70;       18.96;
   228774.09;       48.61;       25.09;
   228774.10;       57.20;       16.42;
   228774.10;       58.41;       15.19;
   228774.11;       52.03;       21.61;
   228774.12;       19.29;       54.63;
   228774.12;       52.75;       20.87;
   228774.14;       32.21;       41.56;
   228774.14;       28.11;       45.69;
   228774.15;       37.96;       35.75;
   228774.16;       19.39;       54.46;
   228774.17;       16.92;       56.95;
   228774.17;       40.09;       33.57;
   228774.18;       16.11;       57.75;
   228774.18;       40.03;       33.61;
   228774.19;       20.52;       53.28;
   228774.19;       48.02;       25.54;
   228774.19;       40.71;       32.91;
   228774.20;       59.31;       14.14;
   228774.21;       54.45;       19.03;
   228774.22;       15.60;       58.21;
   228774.22;       18.24;       55.54;
   228774.22;       39.64;       33.95;
   228774.22;       17.92;       55.86;
   228774.22;       38.21;       35.39;
   228774.23;       57.72;       15.71;
   228774.23;       14.77;       59.03;
   228774.23;       54.76;       18.69;
   228774.24;       19.71;       54.03;
   228774.25;       31.12;       42.51;
   228774.25;       37.33;       36.24;
   228774.26;       57.53;       15.86;
   228774.26;       34.09;       39.50;
   228774.26;       18.17;       55.55;
   228774.27;       15.59;       58.15;
   228774.27;       56.81;       16.56;
   228774.28;       19.18;       54.51;
   228774.28;       26.35;       47.27;
   228774.28;       29.52;       44.07;
   228774.30;       59.18;       14.14;
   228774.30;       17.83;       55.84;
   228774.30;       20.65;       52.99;
   228774.31;       34.35;       39.16;
   228774.31;       55.10;       18.23;
   228774.31;       50.25;       23.12;
   228774.33;       54.60;       18.71;
   228774.34;       54.05;       19.25;
   228774.34;       38.57;       34.86;
   228774.35;       20.36;       53.22;
   228774.35;       58.24;       15.01;
   228774.35;       48.74;       24.59;
   228774.35;       32.18;       41.29;
   228774.36;       21.00;       52.56;
   228774.36;       53.26;       20.02;
   228774.36;       35.25;       38.18;
   228774.37;       17.62;       55.96;
   228774.37;       27.56;       45.93;
   228774.37;       49.32;       23.98;
   228774.37;       58.28;       14.94;
   228774.38;       29.27;       44.19;
   228774.38;       41.31;       32.04;
   228774.39;       18.17;       55.37;
   228774.40;       25.50;       47.96;
   228774.40;       27.67;       45.77;
   228774.40;       33.33;       40.06;
   228774.41;       37.95;       35.39;
   228774.41;       26.80;       46.63;
   228774.42;       17.91;       55.59;
   228774.42;       38.79;       34.52;
   228774.43;       58.95;       14.18;
   228774.44;       49.60;       23.59;
   228774.45;       24.71;       48.68;
   228774.46;       21.24;       52.18;
   228774.46;       55.54;       17.58;
   228774.46;       31.70;       41.62;
   228774.47;       55.11;       18.00;
   228774.47;       21.48;       51.92;
   228774.47;       26.37;       46.98;
   228774.50;       29.46;       43.83;
   228774.51;       27.54;       45.75;
   228774.51;       18.89;       54.47;
   228774.52;       19.40;       53.95;
   228774.52;       57.57;       15.44;
   228774.53;       46.39;       26.71;
   228774.53;       42.51;       30.62;
   228774.53;       29.73;       43.51;
   228774.53;       48.96;       24.11;
   228774.56;       48.10;       24.94;
   228774.56;       16.73;       56.58;
   228774.57;       42.76;       30.31;
   228774.57;       47.33;       25.70;
   228774.58;       23.34;       49.88;
